SubscriptionID,CustomerID,ProductID,StartDate,EndDate,MonthlyFee,Status
S01002,C0759,P008,2023-10-16,,79.99,Active
S01003,C0345,P018,2024-08-31,,99.99,Active
S01004,C0307,P007,2025-10-07,,49.99,Active
S01005,C0382,P024,2025-01-26,2026-04-26,79.99,Churned
S01006,C0203,P005,2024-03-08,2025-03-12,79.99,Churned
S01007,C0691,P008,2024-10-13,,79.99,Active
S01008,C0194,P003,2025-11-30,,79.99,Active
S01009,C0894,P008,2024-09-20,,79.99,Active
S01010,C0282,P012,2025-07-14,2026-01-02,49.99,Churned
S01011,C0891,P016,2023-09-04,,49.99,Active
S01012,C0034,P004,2025-10-18,,79.99,Active
S01013,C0669,P013,2024-06-30,2025-05-30,19.99,Churned
S01014,C0190,P021,2025-12-17,,49.99,Active
S01015,C0851,P019,2025-10-14,2026-02-16,19.99,Churned
S01016,C0520,P022,2024-11-18,,19.99,Active
S01017,C0458,P014,2025-10-30,,29.99,Active
S01018,C0203,P005,2025-12-14,,79.99,Active
S01019,C0703,P018,2025-09-24,,99.99,Active
S01020,C0301,P022,2024-03-13,,19.99,Active
S01021,C0844,P020,2023-11-14,,79.99,Active
S01022,C0961,P005,2025-12-06,,79.99,Active
S01023,C0834,P019,2023-09-13,,19.99,Active
S01024,C0238,P022,2025-07-26,,19.99,Active
S01025,C0124,P013,2025-05-19,,19.99,Active
S01026,C0812,P029,2025-05-11,,49.99,Active
S01027,C0108,P028,2023-08-12,,29.99,Active
S01028,C0268,P025,2025-02-06,,19.99,Active
S01029,C0022,P029,2024-04-24,,49.99,Active
S01030,C0656,P017,2023-08-18,2024-02-28,149.99,Churned
S01031,C0608,P028,2025-09-10,,29.99,Active
S01032,C0987,P028,2023-12-21,,29.99,Active
S01033,C0521,P023,2024-02-15,,79.99,Active
S01034,C0033,P029,2023-07-14,,49.99,Active
S01035,C0995,P001,2025-11-04,,149.99,Active
S01036,C0484,P005,2025-05-18,,79.99,Active
S01037,C0074,P002,2023-02-27,,29.99,Active
S01038,C0130,P005,2025-06-04,2026-06-20,79.99,Churned
S01039,C0070,P021,2025-04-07,2025-09-02,49.99,Churned
S01040,C0604,P008,2025-01-01,,79.99,Active
S01041,C0760,P016,2024-02-08,,49.99,Active
S01042,C0751,P025,2024-04-06,,19.99,Active
S01043,C0940,P018,2025-11-26,2026-08-26,99.99,Churned
S01044,C0661,P022,2025-06-21,,19.99,Active
S01045,C0350,P012,2023-06-22,2024-07-01,49.99,Churned
S01046,C0727,P027,2023-10-21,,99.99,Active
S01047,C0848,P013,2025-07-29,2026-08-21,19.99,Churned
S01048,C0791,P010,2024-07-27,,149.99,Active
S01049,C0473,P014,2024-03-08,,29.99,Active
S01050,C0580,P004,2024-11-29,,79.99,Active
S01051,C0168,P012,2025-10-03,,49.99,Active
S01052,C0735,P008,2025-12-15,2026-08-28,79.99,Churned
S01053,C0460,P023,2023-01-10,,79.99,Active
S01054,C0793,P013,2025-08-07,,19.99,Active
S01055,C0674,P029,2023-01-03,,49.99,Active
S01056,C0994,P022,2023-06-12,,19.99,Active
S01057,C0394,P018,2024-05-25,2025-07-25,99.99,Churned
S01058,C0120,P014,2025-01-30,,29.99,Active
S01059,C0636,P012,2023-04-21,2024-08-19,49.99,Churned
S01060,C0300,P010,2023-12-22,,149.99,Active
S01061,C0032,P030,2023-08-14,,19.99,Active
S01062,C0360,P028,2023-04-13,,29.99,Active
S01063,C0871,P024,2024-04-16,,79.99,Active
S01064,C0030,P017,2025-10-21,2026-01-16,149.99,Churned
S01065,C0487,P027,2025-04-12,,99.99,Active
S01066,C0215,P001,2024-09-16,2025-10-20,149.99,Churned
S01067,C0476,P009,2023-07-30,,49.99,Active
S01068,C0960,P003,2025-02-11,,79.99,Active
S01069,C0585,P009,2025-01-23,2025-09-02,49.99,Churned
S01070,C0110,P003,2024-03-16,2024-12-11,79.99,Churned
S01071,C0164,P007,2024-09-15,,49.99,Active
S01072,C0924,P011,2024-08-30,,79.99,Active
S01073,C0832,P010,2024-11-20,,149.99,Active
S01074,C0188,P001,2023-01-14,2023-04-06,149.99,Churned
S01075,C0410,P027,2025-03-13,,99.99,Active
S01076,C0808,P016,2024-08-01,2024-11-18,49.99,Churned
S01077,C0675,P025,2023-05-08,2023-07-17,19.99,Churned
S01078,C0161,P025,2023-07-08,2024-04-12,19.99,Churned
S01079,C0485,P013,2024-02-15,,19.99,Active
S01080,C0896,P030,2025-08-10,2025-11-30,19.99,Churned
S01081,C0546,P011,2023-12-09,,79.99,Active
S01082,C0118,P013,2024-08-26,,19.99,Active
S01083,C0888,P013,2023-10-08,,19.99,Active
S01084,C0636,P007,2025-03-06,2025-11-07,49.99,Churned
S01085,C0410,P012,2024-04-10,,49.99,Active
S01086,C0127,P017,2023-10-21,,149.99,Active
S01087,C0109,P018,2023-07-09,,99.99,Active
S01088,C0134,P030,2023-12-09,,19.99,Active
S01089,C0583,P018,2024-09-14,,99.99,Active
S01090,C0115,P014,2024-02-06,,29.99,Active
S01091,C0448,P013,2023-03-08,,19.99,Active
S01092,C0667,P017,2025-03-03,2026-03-30,149.99,Churned
S01093,C0885,P024,2024-04-19,,79.99,Active
S01094,C0504,P021,2024-10-09,2025-10-06,49.99,Churned
S01095,C0933,P030,2025-06-26,,19.99,Active
S01096,C0300,P022,2025-08-08,,19.99,Active
S01097,C0881,P029,2025-01-24,,49.99,Active
S01098,C0359,P020,2024-11-30,,79.99,Active
S01099,C0295,P009,2025-06-29,2026-08-06,49.99,Churned
S01100,C0180,P011,2023-03-05,,79.99,Active
S01101,C0094,P001,2025-07-16,,149.99,Active
S01102,C0654,P030,2023-06-12,,19.99,Active
S01103,C0343,P016,2025-05-19,,49.99,Active
S01104,C0565,P029,2024-09-28,,49.99,Active
S01105,C0593,P007,2023-01-28,2023-10-11,49.99,Churned
S01106,C0646,P026,2025-04-19,2025-10-19,49.99,Churned
S01107,C0421,P012,2025-05-28,2025-10-17,49.99,Churned
S01108,C0173,P022,2025-04-20,,19.99,Active
S01109,C0010,P010,2024-05-28,2025-01-24,149.99,Churned
S01110,C0776,P001,2023-05-21,,149.99,Active
S01111,C0434,P009,2023-05-02,2024-09-07,49.99,Churned
S01112,C0942,P018,2023-04-11,,99.99,Active
S01113,C0269,P030,2024-07-08,,19.99,Active
S01114,C0198,P010,2025-11-13,2026-08-12,149.99,Churned
S01115,C0703,P017,2023-02-07,,149.99,Active
S01116,C0920,P017,2024-12-25,2025-06-01,149.99,Churned
S01117,C0654,P018,2024-07-08,,99.99,Active
S01118,C0048,P016,2025-01-26,,49.99,Active
S01119,C0523,P010,2024-05-07,2025-06-27,149.99,Churned
S01120,C0417,P024,2023-01-29,,79.99,Active
S01121,C0388,P007,2024-07-17,,49.99,Active
S01122,C0794,P002,2023-11-05,2024-02-18,29.99,Churned
S01123,C0020,P025,2023-07-11,2024-08-20,19.99,Churned
S01124,C0551,P012,2025-05-01,2026-02-11,49.99,Churned
S01125,C0942,P024,2023-03-11,2023-06-30,79.99,Churned
S01126,C0709,P011,2023-08-16,2024-11-12,79.99,Churned
S01127,C0405,P001,2025-09-03,,149.99,Active
S01128,C0629,P016,2023-01-14,2023-05-24,49.99,Churned
S01129,C0050,P017,2024-02-04,,149.99,Active
S01130,C0007,P026,2025-05-05,,49.99,Active
S01131,C0882,P018,2024-03-18,,99.99,Active
S01132,C0682,P009,2024-09-18,,49.99,Active
S01133,C0246,P029,2024-07-20,,49.99,Active
S01134,C0861,P009,2024-08-04,,49.99,Active
S01135,C0295,P029,2024-09-21,,49.99,Active
S01136,C0395,P019,2025-10-18,,19.99,Active
S01137,C1000,P017,2023-01-30,,149.99,Active
S01138,C0106,P008,2024-02-07,2024-11-09,79.99,Churned
S01139,C0416,P011,2023-05-30,2023-08-14,79.99,Churned
S01140,C0821,P008,2025-02-03,2026-02-18,79.99,Churned
S01141,C0265,P018,2024-12-07,,99.99,Active
S01142,C0913,P006,2025-12-06,2026-08-12,19.99,Churned
S01143,C0231,P025,2023-05-03,2024-05-23,19.99,Churned
S01144,C0113,P005,2023-10-10,,79.99,Active
S01145,C0572,P001,2023-11-13,2024-05-29,149.99,Churned
S01146,C0846,P011,2024-08-03,2025-05-11,79.99,Churned
S01147,C0907,P017,2025-10-08,,149.99,Active
S01148,C0744,P011,2024-10-31,,79.99,Active
S01149,C0255,P024,2024-09-20,2025-09-27,79.99,Churned
S01150,C0803,P005,2024-01-21,2025-01-13,79.99,Churned
S01151,C0472,P009,2025-09-27,,49.99,Active
S01152,C0875,P014,2023-09-26,2024-02-09,29.99,Churned
S01153,C0248,P017,2024-04-02,,149.99,Active
S01154,C0674,P027,2025-10-05,,99.99,Active
S01155,C0456,P006,2025-05-23,,19.99,Active
S01156,C0721,P029,2025-11-09,,49.99,Active
S01157,C0803,P014,2025-11-11,,29.99,Active
S01158,C0680,P001,2024-11-29,,149.99,Active
S01159,C0261,P001,2023-06-22,,149.99,Active
S01160,C0110,P011,2023-12-05,,79.99,Active
S01161,C0535,P016,2025-07-22,,49.99,Active
S01162,C0483,P005,2023-09-18,,79.99,Active
S01163,C0438,P029,2024-12-02,,49.99,Active
S01164,C0583,P002,2024-02-28,,29.99,Active
S01165,C0872,P007,2023-03-26,2024-07-30,49.99,Churned
S01166,C0661,P025,2024-12-15,,19.99,Active
S01167,C0062,P013,2025-08-09,,19.99,Active
S01168,C0537,P007,2023-11-25,2024-08-14,49.99,Churned
S01169,C0663,P020,2024-04-05,,79.99,Active
S01170,C0035,P023,2024-12-20,,79.99,Active
S01171,C0261,P008,2023-06-19,2024-06-22,79.99,Churned
S01172,C0643,P026,2023-03-18,,49.99,Active
S01173,C0956,P020,2025-04-15,,79.99,Active
S01174,C0572,P026,2023-07-15,2023-10-20,49.99,Churned
S01175,C0937,P006,2024-10-23,,19.99,Active
S01176,C0643,P021,2025-01-25,,49.99,Active
S01177,C0344,P026,2023-11-29,2024-05-19,49.99,Churned
S01178,C0412,P025,2025-08-09,,19.99,Active
S01179,C0334,P016,2024-02-22,,49.99,Active
S01180,C0006,P014,2023-04-29,,29.99,Active
S01181,C0650,P008,2025-03-29,,79.99,Active
S01182,C0393,P006,2023-01-16,,19.99,Active
S01183,C0515,P030,2023-08-29,,19.99,Active
S01184,C0058,P007,2023-12-20,,49.99,Active
S01185,C0635,P021,2023-05-24,,49.99,Active
S01186,C0248,P001,2024-12-10,,149.99,Active
S01187,C0604,P029,2025-08-09,,49.99,Active
S01188,C0980,P007,2024-01-14,,49.99,Active
S01189,C0151,P006,2024-12-25,,19.99,Active
S01190,C0491,P026,2024-04-13,,49.99,Active
S01191,C0380,P009,2025-10-13,2026-08-06,49.99,Churned
S01192,C0076,P015,2024-12-23,,49.99,Active
S01193,C0495,P021,2023-11-20,2024-10-07,49.99,Churned
S01194,C0085,P003,2023-02-11,2023-09-12,79.99,Churned
S01195,C0455,P006,2024-02-10,2024-06-05,19.99,Churned
S01196,C0036,P024,2023-09-09,2024-08-29,79.99,Churned
S01197,C0670,P021,2023-07-26,,49.99,Active
S01198,C0136,P019,2025-05-04,2026-01-16,19.99,Churned
S01199,C0247,P023,2023-05-21,2024-06-23,79.99,Churned
S01200,C0257,P005,2023-02-05,2024-03-15,79.99,Churned
S01201,C0506,P018,2023-12-26,,99.99,Active
S01202,C0672,P002,2023-04-26,,29.99,Active
S01203,C0793,P007,2023-06-14,,49.99,Active
S01204,C0535,P005,2023-09-12,,79.99,Active
S01205,C0113,P007,2024-08-27,,49.99,Active
S01206,C0700,P011,2024-01-11,,79.99,Active
S01207,C0478,P018,2023-05-22,,99.99,Active
S01208,C0604,P002,2023-07-12,,29.99,Active
S01209,C0351,P015,2023-05-25,2023-09-01,49.99,Churned
S01210,C0716,P012,2023-01-05,,49.99,Active
S01211,C0370,P006,2024-10-04,,19.99,Active
S01212,C0057,P030,2023-02-13,2023-08-19,19.99,Churned
S01213,C0493,P026,2025-03-11,2026-03-03,49.99,Churned
S01214,C0507,P014,2025-10-14,2026-08-21,29.99,Churned
S01215,C0110,P004,2025-11-12,,79.99,Active
S01216,C0364,P001,2024-08-07,,149.99,Active
S01217,C0745,P015,2025-11-21,,49.99,Active
S01218,C0764,P023,2024-08-14,,79.99,Active
S01219,C0039,P024,2025-05-13,,79.99,Active
S01220,C0640,P022,2024-12-27,,19.99,Active
S01221,C0732,P022,2025-08-01,,19.99,Active
S01222,C0568,P021,2025-02-02,2025-04-04,49.99,Churned
S01223,C0779,P024,2024-08-22,2025-05-09,79.99,Churned
S01224,C0414,P025,2025-05-17,2025-12-06,19.99,Churned
S01225,C0138,P027,2023-09-19,,99.99,Active
S01226,C0492,P005,2023-06-25,,79.99,Active
S01227,C0393,P028,2024-10-17,,29.99,Active
S01228,C0814,P009,2023-06-17,,49.99,Active
S01229,C0666,P023,2024-04-08,2025-07-16,79.99,Churned
S01230,C0985,P004,2024-09-13,,79.99,Active
S01231,C0952,P004,2023-10-23,,79.99,Active
S01232,C0969,P015,2025-04-07,,49.99,Active
S01233,C0067,P006,2024-07-10,2025-03-24,19.99,Churned
S01234,C0302,P026,2023-01-17,,49.99,Active
S01235,C0238,P013,2023-06-22,2023-10-18,19.99,Churned
S01236,C0253,P015,2025-03-10,,49.99,Active
S01237,C0236,P019,2023-04-01,,19.99,Active
S01238,C0660,P026,2025-06-19,2025-11-28,49.99,Churned
S01239,C0856,P006,2023-12-30,2024-11-08,19.99,Churned
S01240,C0560,P012,2024-10-13,,49.99,Active
S01241,C0586,P019,2023-12-29,,19.99,Active
S01242,C0136,P005,2023-07-15,,79.99,Active
S01243,C0739,P004,2025-12-05,2026-05-07,79.99,Churned
S01244,C0202,P017,2025-05-14,2025-07-23,149.99,Churned
S01245,C0263,P028,2025-10-17,2026-08-20,29.99,Churned
S01246,C0993,P011,2024-10-07,2025-08-23,79.99,Churned
S01247,C0949,P011,2023-12-11,2024-10-07,79.99,Churned
S01248,C0793,P007,2025-05-03,2025-07-27,49.99,Churned
S01249,C0385,P003,2024-03-16,,79.99,Active
S01250,C0753,P023,2025-12-27,2026-08-30,79.99,Churned
S01251,C0722,P016,2025-11-18,,49.99,Active
S01252,C0725,P029,2023-01-18,,49.99,Active
S01253,C0065,P017,2023-04-10,,149.99,Active
S01254,C0850,P012,2024-01-18,,49.99,Active
S01255,C0082,P009,2025-03-15,,49.99,Active
S01256,C0573,P021,2023-01-21,,49.99,Active
S01257,C0180,P011,2023-06-12,,79.99,Active
S01258,C0330,P024,2023-01-21,2023-12-09,79.99,Churned
S01259,C0223,P018,2025-04-24,2026-06-08,99.99,Churned
S01260,C0274,P012,2023-07-31,,49.99,Active
S01261,C0150,P022,2024-10-19,,19.99,Active
S01262,C0605,P006,2023-11-23,2025-02-13,19.99,Churned
S01263,C0965,P008,2023-12-19,,79.99,Active
S01264,C0207,P024,2024-03-02,2024-10-24,79.99,Churned
S01265,C0596,P001,2023-03-16,,149.99,Active
S01266,C0399,P003,2025-07-12,,79.99,Active
S01267,C0407,P015,2024-12-14,,49.99,Active
S01268,C0166,P027,2023-11-10,2024-01-16,99.99,Churned
S01269,C0387,P001,2025-06-11,2025-12-21,149.99,Churned
S01270,C0049,P021,2024-10-25,,49.99,Active
S01271,C0172,P005,2025-03-05,2026-04-21,79.99,Churned
S01272,C0635,P004,2023-01-28,,79.99,Active
S01273,C0782,P005,2025-02-17,,79.99,Active
S01274,C0048,P025,2025-05-04,,19.99,Active
S01275,C0294,P024,2023-03-31,2024-04-04,79.99,Churned
S01276,C0218,P008,2023-08-07,,79.99,Active
S01277,C0394,P018,2023-09-20,,99.99,Active
S01278,C0955,P010,2025-08-16,,149.99,Active
S01279,C0176,P013,2025-09-18,2026-08-21,19.99,Churned
S01280,C0337,P029,2025-02-25,,49.99,Active
S01281,C0239,P003,2025-06-13,,79.99,Active
S01282,C0704,P008,2025-07-24,,79.99,Active
S01283,C0369,P009,2024-11-13,,49.99,Active
S01284,C0784,P013,2025-12-03,,19.99,Active
S01285,C0264,P029,2023-08-30,2024-11-28,49.99,Churned
S01286,C0748,P015,2024-03-27,2024-09-24,49.99,Churned
S01287,C0007,P003,2024-01-14,,79.99,Active
S01288,C0619,P015,2023-10-04,2024-10-27,49.99,Churned
S01289,C0826,P012,2025-02-14,,49.99,Active
S01290,C0351,P026,2023-11-06,,49.99,Active
S01291,C0532,P029,2024-11-20,2026-01-10,49.99,Churned
S01292,C0941,P007,2025-08-06,,49.99,Active
S01293,C0018,P010,2025-10-23,,149.99,Active
S01294,C0140,P004,2023-12-01,2024-02-29,79.99,Churned
S01295,C0874,P024,2024-06-29,,79.99,Active
S01296,C0696,P028,2025-03-06,,29.99,Active
S01297,C0439,P005,2023-09-11,,79.99,Active
S01298,C0296,P015,2023-12-29,2024-12-21,49.99,Churned
S01299,C0475,P022,2024-02-14,,19.99,Active
S01300,C0771,P020,2024-09-15,,79.99,Active
S01301,C0003,P013,2023-09-26,,19.99,Active
S01302,C0273,P022,2024-06-14,,19.99,Active
S01303,C0558,P005,2023-07-04,,79.99,Active
S01304,C0418,P010,2025-03-04,,149.99,Active
S01305,C0913,P015,2025-08-10,,49.99,Active
S01306,C0965,P025,2025-07-19,,19.99,Active
S01307,C0057,P023,2023-03-27,,79.99,Active
S01308,C0192,P028,2025-03-04,,29.99,Active
S01309,C0717,P024,2024-08-08,,79.99,Active
S01310,C0325,P020,2025-11-03,,79.99,Active
S01311,C0827,P030,2025-04-03,,19.99,Active
S01312,C0906,P030,2023-03-19,,19.99,Active
S01313,C0032,P005,2025-08-28,,79.99,Active
S01314,C0830,P005,2025-05-16,,79.99,Active
S01315,C0366,P025,2025-10-23,2026-04-30,19.99,Churned
S01316,C0465,P004,2025-12-06,,79.99,Active
S01317,C0728,P027,2023-06-07,,99.99,Active
S01318,C0247,P015,2023-02-02,,49.99,Active
S01319,C0793,P022,2025-06-15,,19.99,Active
S01320,C0119,P026,2025-02-04,,49.99,Active
S01321,C0692,P014,2025-07-23,2026-07-19,29.99,Churned
S01322,C0063,P009,2023-08-27,2024-12-27,49.99,Churned
S01323,C0223,P020,2023-04-10,,79.99,Active
S01324,C0392,P027,2025-06-16,,99.99,Active
S01325,C0262,P030,2024-10-31,,19.99,Active
S01326,C0909,P025,2025-03-06,,19.99,Active
S01327,C0214,P023,2023-02-02,,79.99,Active
S01328,C0827,P019,2023-03-29,,19.99,Active
S01329,C0520,P028,2024-05-22,2025-01-12,29.99,Churned
S01330,C0315,P014,2023-04-12,2023-10-16,29.99,Churned
S01331,C0329,P017,2025-08-21,,149.99,Active
S01332,C0361,P028,2023-05-03,,29.99,Active
S01333,C0708,P011,2025-02-14,,79.99,Active
S01334,C0608,P001,2023-03-14,,149.99,Active
S01335,C0090,P013,2024-05-12,,19.99,Active
S01336,C0993,P015,2023-04-09,,49.99,Active
S01337,C0021,P028,2024-07-20,2025-08-30,29.99,Churned
S01338,C0367,P028,2024-07-28,2025-07-03,29.99,Churned
S01339,C0193,P001,2024-04-28,2025-06-29,149.99,Churned
S01340,C0554,P028,2024-06-25,2025-03-22,29.99,Churned
S01341,C0317,P006,2024-02-11,,19.99,Active
S01342,C0604,P010,2024-10-17,,149.99,Active
S01343,C0142,P011,2024-12-14,,79.99,Active
S01344,C0217,P021,2024-12-31,,49.99,Active
S01345,C0195,P023,2024-09-15,2025-01-08,79.99,Churned
S01346,C0433,P021,2025-04-03,,49.99,Active
S01347,C0031,P024,2024-05-28,,79.99,Active
S01348,C0854,P004,2025-09-12,,79.99,Active
S01349,C0208,P001,2023-04-13,,149.99,Active
S01350,C0598,P025,2023-01-30,,19.99,Active
S01351,C0527,P028,2024-12-29,,29.99,Active
S01352,C0384,P004,2025-11-11,,79.99,Active
S01353,C0223,P025,2024-10-21,,19.99,Active
S01354,C0117,P012,2023-08-08,2024-06-07,49.99,Churned
S01355,C0378,P010,2025-12-18,,149.99,Active
S01356,C0521,P008,2025-02-27,2026-06-15,79.99,Churned
S01357,C0730,P011,2023-08-10,,79.99,Active
S01358,C0314,P025,2025-09-27,2026-05-12,19.99,Churned
S01359,C0012,P011,2025-03-22,,79.99,Active
S01360,C0498,P002,2024-04-22,2024-08-24,29.99,Churned
S01361,C0156,P005,2024-09-16,,79.99,Active
S01362,C0817,P026,2024-10-22,2025-09-15,49.99,Churned
S01363,C0788,P027,2025-12-18,2026-07-19,99.99,Churned
S01364,C0473,P029,2025-02-02,,49.99,Active
S01365,C0258,P012,2023-11-06,,49.99,Active
S01366,C0036,P003,2023-02-16,,79.99,Active
S01367,C0735,P004,2024-10-08,,79.99,Active
S01368,C0412,P021,2023-05-01,,49.99,Active
S01369,C0496,P023,2023-12-14,,79.99,Active
S01370,C0606,P014,2023-02-04,,29.99,Active
S01371,C0944,P002,2025-01-13,,29.99,Active
S01372,C0987,P022,2024-05-23,,19.99,Active
S01373,C0239,P002,2024-02-09,,29.99,Active
S01374,C0126,P011,2024-02-25,,79.99,Active
S01375,C0351,P006,2025-12-05,,19.99,Active
S01376,C0050,P028,2025-03-29,,29.99,Active
S01377,C0462,P009,2023-09-11,,49.99,Active
S01378,C0047,P010,2025-08-16,,149.99,Active
S01379,C0866,P030,2024-09-28,,19.99,Active
S01380,C0214,P012,2025-10-27,,49.99,Active
S01381,C0613,P028,2023-06-28,,29.99,Active
S01382,C0279,P006,2024-02-17,,19.99,Active
S01383,C0678,P008,2023-06-26,2024-10-21,79.99,Churned
S01384,C0998,P004,2024-06-20,,79.99,Active
S01385,C0577,P024,2024-01-06,,79.99,Active
S01386,C0037,P019,2023-04-20,,19.99,Active
S01387,C0740,P030,2023-09-08,2024-10-03,19.99,Churned
S01388,C0481,P023,2025-05-05,2026-03-28,79.99,Churned
S01389,C0477,P020,2024-11-05,,79.99,Active
S01390,C0465,P029,2024-07-26,,49.99,Active
S01391,C0706,P015,2023-08-29,,49.99,Active
S01392,C0147,P009,2023-09-27,,49.99,Active
S01393,C0740,P015,2024-05-31,2024-10-09,49.99,Churned
S01394,C0746,P014,2023-12-04,,29.99,Active
S01395,C0353,P024,2025-07-16,,79.99,Active
S01396,C0930,P013,2023-10-07,2024-03-23,19.99,Churned
S01397,C0010,P029,2025-05-02,,49.99,Active
S01398,C0381,P013,2023-05-01,,19.99,Active
S01399,C0796,P023,2025-09-09,2026-08-31,79.99,Churned
S01400,C0785,P022,2023-06-28,2024-09-18,19.99,Churned
S01401,C0328,P003,2024-01-02,,79.99,Active
S01402,C0381,P002,2025-12-13,2026-08-31,29.99,Churned
S01403,C0776,P024,2025-05-09,,79.99,Active
S01404,C0930,P002,2024-12-06,,29.99,Active
S01405,C0793,P024,2025-09-27,,79.99,Active
S01406,C0245,P010,2024-01-13,,149.99,Active
S01407,C0361,P004,2025-05-16,2025-07-17,79.99,Churned
S01408,C0296,P027,2024-06-27,,99.99,Active
S01409,C0763,P008,2025-11-25,,79.99,Active
S01410,C0375,P015,2024-06-01,,49.99,Active
S01411,C0398,P019,2023-07-07,,19.99,Active
S01412,C0829,P001,2024-01-13,,149.99,Active
S01413,C0899,P024,2023-12-20,,79.99,Active
S01414,C0826,P011,2024-08-16,2025-02-10,79.99,Churned
S01415,C0392,P019,2024-04-17,2024-12-24,19.99,Churned
S01416,C0114,P022,2025-02-15,2025-10-05,19.99,Churned
S01417,C0151,P006,2025-02-24,,19.99,Active
S01418,C0735,P026,2024-06-22,2025-09-24,49.99,Churned
S01419,C0251,P002,2025-03-08,2026-04-05,29.99,Churned
S01420,C0103,P019,2025-02-13,,19.99,Active
S01421,C0601,P021,2025-07-30,,49.99,Active
S01422,C0405,P010,2025-12-17,2026-08-25,149.99,Churned
S01423,C0992,P014,2024-06-08,,29.99,Active
S01424,C0195,P015,2023-07-28,2023-11-10,49.99,Churned
S01425,C0070,P017,2025-11-22,,149.99,Active
S01426,C0405,P029,2024-03-21,2025-05-07,49.99,Churned
S01427,C0704,P003,2023-04-01,,79.99,Active
S01428,C0532,P012,2025-04-21,2025-08-03,49.99,Churned
S01429,C0131,P020,2024-07-13,2024-10-22,79.99,Churned
S01430,C0870,P012,2023-04-28,,49.99,Active
S01431,C0245,P013,2023-01-15,,19.99,Active
S01432,C0546,P026,2024-09-10,,49.99,Active
S01433,C0929,P028,2024-12-07,,29.99,Active
S01434,C0672,P017,2023-04-26,,149.99,Active
S01435,C0255,P024,2023-07-08,2024-03-08,79.99,Churned
S01436,C0887,P025,2024-01-06,2024-05-01,19.99,Churned
S01437,C0096,P004,2025-03-25,,79.99,Active
S01438,C0435,P005,2023-12-30,,79.99,Active
S01439,C0679,P023,2024-08-06,,79.99,Active
S01440,C0959,P002,2024-07-18,,29.99,Active
S01441,C0052,P002,2024-11-17,,29.99,Active
S01442,C0979,P012,2023-01-27,,49.99,Active
S01443,C0613,P005,2025-06-30,,79.99,Active
S01444,C0804,P017,2023-01-02,,149.99,Active
S01445,C0579,P006,2023-03-01,,19.99,Active
S01446,C0584,P026,2024-01-23,,49.99,Active
S01447,C0201,P001,2024-09-26,,149.99,Active
S01448,C0305,P026,2025-12-11,,49.99,Active
S01449,C0699,P002,2025-05-04,,29.99,Active
S01450,C0692,P011,2025-01-20,,79.99,Active
S01451,C0727,P006,2023-12-08,2024-03-05,19.99,Churned
S01452,C0649,P018,2024-10-28,,99.99,Active
S01453,C0740,P009,2023-06-19,,49.99,Active
S01454,C0447,P017,2024-07-18,2024-10-01,149.99,Churned
S01455,C0263,P012,2025-02-11,2026-05-28,49.99,Churned
S01456,C0766,P002,2025-04-27,2026-08-30,29.99,Churned
S01457,C0085,P003,2025-02-05,2025-11-29,79.99,Churned
S01458,C0574,P026,2023-08-28,2023-11-05,49.99,Churned
S01459,C0175,P005,2024-01-05,,79.99,Active
S01460,C0853,P014,2024-01-29,,29.99,Active
S01461,C0419,P015,2025-10-17,,49.99,Active
S01462,C0749,P016,2025-08-13,2026-08-24,49.99,Churned
S01463,C0240,P030,2023-01-15,,19.99,Active
S01464,C0414,P026,2023-10-04,,49.99,Active
S01465,C0553,P006,2025-03-26,,19.99,Active
S01466,C0346,P017,2025-08-19,2026-08-03,149.99,Churned
S01467,C0668,P006,2025-01-01,,19.99,Active
S01468,C0429,P016,2024-12-18,,49.99,Active
S01469,C0464,P010,2024-11-02,,149.99,Active
S01470,C0716,P004,2024-02-29,,79.99,Active
S01471,C0702,P020,2024-01-12,,79.99,Active
S01472,C0053,P008,2024-11-03,2026-03-01,79.99,Churned
S01473,C0779,P017,2025-06-03,2026-01-25,149.99,Churned
S01474,C0639,P016,2024-04-21,,49.99,Active
S01475,C0976,P015,2023-02-07,,49.99,Active
S01476,C0406,P007,2023-11-10,2024-09-30,49.99,Churned
S01477,C0548,P005,2023-09-24,,79.99,Active
S01478,C0441,P011,2025-07-06,,79.99,Active
S01479,C0715,P007,2025-04-17,,49.99,Active
S01480,C0586,P029,2025-04-29,,49.99,Active
S01481,C0904,P009,2024-08-13,,49.99,Active
S01482,C0755,P017,2023-07-15,,149.99,Active
S01483,C0179,P029,2024-07-30,,49.99,Active
S01484,C0706,P015,2025-02-20,,49.99,Active
S01485,C0144,P017,2025-01-17,,149.99,Active
S01486,C0527,P012,2024-01-18,2024-08-10,49.99,Churned
S01487,C0251,P019,2025-05-31,,19.99,Active
S01488,C0096,P016,2023-03-15,,49.99,Active
S01489,C0138,P002,2023-07-16,,29.99,Active
S01490,C0382,P030,2024-02-29,,19.99,Active
S01491,C0878,P004,2023-10-29,,79.99,Active
S01492,C0384,P030,2023-08-09,,19.99,Active
S01493,C0236,P025,2024-11-13,,19.99,Active
S01494,C0594,P007,2024-09-24,,49.99,Active
S01495,C0671,P005,2023-01-22,,79.99,Active
S01496,C0916,P011,2023-11-14,,79.99,Active
S01497,C0976,P027,2025-04-10,,99.99,Active
S01498,C0987,P022,2025-11-06,,19.99,Active
